,index,origin,"country Code, national number",E164 format
10947,90636,+48 495 524 4082,Country Code: 48 National Number: 4955244082,+484955244082
10948,90637,+33 999 353 2626,Country Code: 33 National Number: 9993532626,+339993532626
10949,90638,+226 790 364 1766,Country Code: 226 National Number: 7903641766,+2267903641766
10950,90640,+591 627 307 4572,Country Code: 591 National Number: 6273074572,+5916273074572
10951,90641,+86 897 742 8511,Country Code: 86 National Number: 8977428511,+868977428511
10952,90642,+358 152 973 8509,Country Code: 358 National Number: 1529738509,+3581529738509
10953,90643,+27 638 247 6781,Country Code: 27 National Number: 6382476781,+276382476781
10954,90644,+31 282 401 1979,Country Code: 31 National Number: 2824011979,+312824011979
10955,90645,+48 618 589 2438,Country Code: 48 National Number: 6185892438,+486185892438
10956,90646,+7 414 152 8040,Country Code: 7 National Number: 4141528040,+74141528040
10957,90647,+62 852 868 4547,Country Code: 62 National Number: 8528684547,+628528684547
10958,90648,+63 939 585 9689,Country Code: 63 National Number: 9395859689,+639395859689
10959,90649,+1 686 633 2477,Country Code: 1 National Number: 6866332477,+16866332477
10960,90650,+86 150 502 0551,Country Code: 86 National Number: 1505020551,+861505020551
10961,90651,+263 867 914 5142,Country Code: 263 National Number: 8679145142,+2638679145142
10962,90652,+55 528 846 4669,Country Code: 55 National Number: 5288464669,+555288464669
10963,90653,+98 631 320 1682,Country Code: 98 National Number: 6313201682,+986313201682
10964,90654,+20 211 742 5843,Country Code: 20 National Number: 2117425843,+202117425843
10965,90655,+351 147 743 9404,Country Code: 351 National Number: 1477439404,+3511477439404
10966,90656,+225 182 464 7587,Country Code: 225 National Number: 1824647587,+2251824647587
10967,90658,+7 509 135 4616,Country Code: 7 National Number: 5091354616,+75091354616
10968,90660,+226 720 974 3771,Country Code: 226 National Number: 7209743771,+2267209743771
10969,90661,+47 851 931 4061,Country Code: 47 National Number: 8519314061,+478519314061
10970,90662,+591 148 220 1507,Country Code: 591 National Number: 1482201507,+5911482201507
10971,90663,+86 586 161 8699,Country Code: 86 National Number: 5861618699,+865861618699
10972,90664,+7 840 640 8508,Country Code: 7 National Number: 8406408508,+78406408508
10973,90665,+355 905 647 9242,Country Code: 355 National Number: 9056479242,+3559056479242
10974,90666,+420 711 944 6171,Country Code: 420 National Number: 7119446171,+4207119446171
10975,90667,+63 544 974 8059,Country Code: 63 National Number: 5449748059,+635449748059
10976,90668,+86 112 765 6674,Country Code: 86 National Number: 1127656674,+861127656674
10977,90669,+46 103 412 1734,Country Code: 46 National Number: 1034121734,+461034121734
10978,90670,+54 654 725 2257,Country Code: 54 National Number: 6547252257,+546547252257
10979,90671,+86 845 228 9733,Country Code: 86 National Number: 8452289733,+868452289733
10980,90672,+30 249 382 5500,Country Code: 30 National Number: 2493825500,+302493825500
10981,90673,+86 847 718 3396,Country Code: 86 National Number: 8477183396,+868477183396
10982,90674,+86 987 565 9051,Country Code: 86 National Number: 9875659051,+869875659051
10983,90675,+63 148 626 2264,Country Code: 63 National Number: 1486262264,+631486262264
10984,90676,+86 649 584 1992,Country Code: 86 National Number: 6495841992,+866495841992
10985,90677,+86 923 113 2404,Country Code: 86 National Number: 9231132404,+869231132404
10986,90678,+46 278 207 8333,Country Code: 46 National Number: 2782078333,+462782078333
10987,90679,+420 114 832 5301,Country Code: 420 National Number: 1148325301,+4201148325301
10988,90680,+509 501 514 2885,Country Code: 509 National Number: 5015142885,+5095015142885
10989,90681,+976 996 673 7283,Country Code: 976 National Number: 9966737283,+9769966737283
10990,90682,+86 529 200 3068,Country Code: 86 National Number: 5292003068,+865292003068
10991,90683,+242 968 199 1541,Country Code: 242 National Number: 9681991541,+2429681991541
10992,90684,+48 331 503 7035,Country Code: 48 National Number: 3315037035,+483315037035
10993,90686,+48 770 420 9494,Country Code: 48 National Number: 7704209494,+487704209494
10994,90687,+33 562 930 6521,Country Code: 33 National Number: 5629306521,+335629306521
10995,90688,+1 595 659 5229,Country Code: 1 National Number: 5956595229,+15956595229
10996,90690,+7 500 631 3725,Country Code: 7 National Number: 5006313725,+75006313725
10997,90692,+52 597 430 2674,Country Code: 52 National Number: 5974302674,+525974302674
10998,90693,+86 137 555 9435,Country Code: 86 National Number: 1375559435,+861375559435
10999,90694,+33 549 984 9315,Country Code: 33 National Number: 5499849315,+335499849315
11000,90695,+261 287 801 9357,Country Code: 261 National Number: 2878019357,+2612878019357
11001,90696,+46 812 765 7547,Country Code: 46 National Number: 8127657547,+468127657547
11002,90697,+62 412 920 3360,Country Code: 62 National Number: 4129203360,+624129203360
11003,90698,+55 910 218 8422,Country Code: 55 National Number: 9102188422,+559102188422
11004,90699,+86 102 803 3330,Country Code: 86 National Number: 1028033330,+861028033330
11005,90700,+48 492 902 0190,Country Code: 48 National Number: 4929020190,+484929020190
11006,90701,+62 669 458 9450,Country Code: 62 National Number: 6694589450,+626694589450
11007,90702,+230 234 722 0613,Country Code: 230 National Number: 2347220613,+2302347220613
11008,90703,+351 326 180 4471,Country Code: 351 National Number: 3261804471,+3513261804471
11009,90704,+46 722 657 2613,Country Code: 46 National Number: 7226572613,+467226572613
11010,90705,+86 393 368 2298,Country Code: 86 National Number: 3933682298,+863933682298
11011,90706,+7 636 798 9106,Country Code: 7 National Number: 6367989106,+76367989106
11012,90707,+58 346 867 4595,Country Code: 58 National Number: 3468674595,+583468674595
11013,90708,+351 611 801 5638,Country Code: 351 National Number: 6118015638,+3516118015638
11014,90709,+33 917 352 3484,Country Code: 33 National Number: 9173523484,+339173523484
11015,90710,+30 340 848 8390,Country Code: 30 National Number: 3408488390,+303408488390
11016,90711,+55 146 621 0583,Country Code: 55 National Number: 1466210583,+551466210583
11017,90712,+86 564 371 7803,Country Code: 86 National Number: 5643717803,+865643717803
11018,90713,+62 287 734 2985,Country Code: 62 National Number: 2877342985,+622877342985
11019,90714,+972 543 883 2728,Country Code: 972 National Number: 5438832728,+9725438832728
11020,90715,+234 966 529 5208,Country Code: 234 National Number: 9665295208,+2349665295208
11021,90716,+86 879 263 9950,Country Code: 86 National Number: 8792639950,+868792639950
11022,90717,+381 813 255 8016,Country Code: 381 National Number: 8132558016,+3818132558016
11023,90718,+93 178 543 6762,Country Code: 93 National Number: 1785436762,+931785436762
11024,90719,+7 438 969 0744,Country Code: 7 National Number: 4389690744,+74389690744
11025,90721,+86 565 489 3686,Country Code: 86 National Number: 5654893686,+865654893686
11026,90722,+380 921 369 2428,Country Code: 380 National Number: 9213692428,+3809213692428
11027,90723,+1 106 354 6432,Country Code: 1 National Number: 1063546432,+11063546432
11028,90724,+86 205 951 7368,Country Code: 86 National Number: 2059517368,+862059517368
11029,90725,+46 644 994 6038,Country Code: 46 National Number: 6449946038,+466449946038
11030,90727,+7 287 323 5888,Country Code: 7 National Number: 2873235888,+72873235888
11031,90728,+1 570 541 2894,Country Code: 1 National Number: 5705412894,+15705412894
11032,90730,+98 427 868 6717,Country Code: 98 National Number: 4278686717,+984278686717
11033,90731,+7 771 980 2890,Country Code: 7 National Number: 7719802890,+77719802890
11034,90732,+86 986 331 6184,Country Code: 86 National Number: 9863316184,+869863316184
11035,90733,+86 349 689 2985,Country Code: 86 National Number: 3496892985,+863496892985
11036,90734,+389 750 235 1430,Country Code: 389 National Number: 7502351430,+3897502351430
11037,90735,+998 957 279 5640,Country Code: 998 National Number: 9572795640,+9989572795640
11038,90736,+249 863 124 1655,Country Code: 249 National Number: 8631241655,+2498631241655
11039,90737,+81 713 836 5785,Country Code: 81 National Number: 7138365785,+817138365785
11040,90738,+86 760 708 9438,Country Code: 86 National Number: 7607089438,+867607089438
11041,90739,+62 252 236 8124,Country Code: 62 National Number: 2522368124,+622522368124
11042,90740,+86 588 917 6900,Country Code: 86 National Number: 5889176900,+865889176900
11043,90741,+1 166 588 7673,Country Code: 1 National Number: 1665887673,+11665887673
11044,90742,+86 695 238 2421,Country Code: 86 National Number: 6952382421,+866952382421
11045,90743,+507 821 437 6746,Country Code: 507 National Number: 8214376746,+5078214376746
11046,90744,+62 308 235 5053,Country Code: 62 National Number: 3082355053,+623082355053
11047,90745,+967 418 212 9022,Country Code: 967 National Number: 4182129022,+9674182129022
11048,90747,+7 739 639 7763,Country Code: 7 National Number: 7396397763,+77396397763
11049,90748,+63 189 699 7116,Country Code: 63 National Number: 1896997116,+631896997116
11050,90749,+86 915 549 9607,Country Code: 86 National Number: 9155499607,+869155499607
11051,90750,+63 671 219 0820,Country Code: 63 National Number: 6712190820,+636712190820
11052,90751,+265 573 252 4175,Country Code: 265 National Number: 5732524175,+2655732524175
11053,90752,+62 905 425 4542,Country Code: 62 National Number: 9054254542,+629054254542
11054,90753,+62 365 474 2819,Country Code: 62 National Number: 3654742819,+623654742819
11055,90754,+86 267 264 2615,Country Code: 86 National Number: 2672642615,+862672642615
11056,90755,+48 466 465 8018,Country Code: 48 National Number: 4664658018,+484664658018
11057,90756,+46 680 528 2071,Country Code: 46 National Number: 6805282071,+466805282071
11058,90757,+86 448 292 4695,Country Code: 86 National Number: 4482924695,+864482924695
11059,90758,+7 272 899 9391,Country Code: 7 National Number: 2728999391,+72728999391
11060,90759,+86 207 479 4021,Country Code: 86 National Number: 2074794021,+862074794021
11061,90760,+1 212 447 2404,Country Code: 1 National Number: 2124472404,+12124472404
11062,90761,+48 436 234 9371,Country Code: 48 National Number: 4362349371,+484362349371
11063,90762,+386 814 511 3014,Country Code: 386 National Number: 8145113014,+3868145113014
11064,90763,+33 601 915 3880,Country Code: 33 National Number: 6019153880,+336019153880
11065,90764,+234 158 507 5180,Country Code: 234 National Number: 1585075180,+2341585075180
11066,90765,+63 608 841 5434,Country Code: 63 National Number: 6088415434,+636088415434
11067,90766,+63 751 240 2955,Country Code: 63 National Number: 7512402955,+637512402955
11068,90767,+62 564 220 6611,Country Code: 62 National Number: 5642206611,+625642206611
11069,90768,+30 116 247 4965,Country Code: 30 National Number: 1162474965,+301162474965
11070,90769,+81 529 555 4091,Country Code: 81 National Number: 5295554091,+815295554091
11071,90770,+48 359 713 4539,Country Code: 48 National Number: 3597134539,+483597134539
11072,90772,+66 446 542 7525,Country Code: 66 National Number: 4465427525,+664465427525
11073,90773,+353 636 243 0677,Country Code: 353 National Number: 6362430677,+3536362430677
11074,90774,+66 348 873 2336,Country Code: 66 National Number: 3488732336,+663488732336
11075,90775,+95 202 112 0855,Country Code: 95 National Number: 2021120855,+952021120855
11076,90776,+7 774 404 6912,Country Code: 7 National Number: 7744046912,+77744046912
11077,90777,+62 722 347 6894,Country Code: 62 National Number: 7223476894,+627223476894
11078,90778,+353 838 988 8626,Country Code: 353 National Number: 8389888626,+3538389888626
11079,90779,+86 670 779 1661,Country Code: 86 National Number: 6707791661,+866707791661
11080,90780,+86 405 239 9270,Country Code: 86 National Number: 4052399270,+864052399270
11081,90781,+62 154 720 6909,Country Code: 62 National Number: 1547206909,+621547206909
11082,90782,+62 631 807 9011,Country Code: 62 National Number: 6318079011,+626318079011
11083,90783,+7 290 303 6137,Country Code: 7 National Number: 2903036137,+72903036137
11084,90784,+1 315 596 8531,Country Code: 1 National Number: 3155968531,+13155968531
11085,90785,+7 471 692 9271,Country Code: 7 National Number: 4716929271,+74716929271
11086,90786,+255 800 687 2716,Country Code: 255 National Number: 8006872716,+2558006872716
11087,90787,+86 466 468 2880,Country Code: 86 National Number: 4664682880,+864664682880
11088,90788,+1 206 833 4687,Country Code: 1 National Number: 2068334687,+12068334687
11089,90789,+7 871 542 7061,Country Code: 7 National Number: 8715427061,+78715427061
11090,90790,+381 355 848 5476,Country Code: 381 National Number: 3558485476,+3813558485476
11091,90791,+63 984 182 6141,Country Code: 63 National Number: 9841826141,+639841826141
11092,90792,+45 617 181 8874,Country Code: 45 National Number: 6171818874,+456171818874
11093,90793,+258 503 153 8355,Country Code: 258 National Number: 5031538355,+2585031538355
11094,90795,+389 354 308 2206,Country Code: 389 National Number: 3543082206,+3893543082206
11095,90796,+86 989 178 2899,Country Code: 86 National Number: 9891782899,+869891782899
11096,90797,+7 722 574 9598,Country Code: 7 National Number: 7225749598,+77225749598
11097,90798,+84 233 241 2504,Country Code: 84 National Number: 2332412504,+842332412504
11098,90799,+57 923 769 7985,Country Code: 57 National Number: 9237697985,+579237697985
11099,90800,+55 843 750 3793,Country Code: 55 National Number: 8437503793,+558437503793
11100,90801,+7 385 911 4642,Country Code: 7 National Number: 3859114642,+73859114642
11101,90802,+386 853 963 3073,Country Code: 386 National Number: 8539633073,+3868539633073
11102,90803,+375 945 617 0009,Country Code: 375 National Number: 9456170009,+3759456170009
11103,90804,+1 807 352 2245,Country Code: 1 National Number: 8073522245,+18073522245
11104,90805,+351 503 165 6247,Country Code: 351 National Number: 5031656247,+3515031656247
11105,90806,+86 443 865 8416,Country Code: 86 National Number: 4438658416,+864438658416
11106,90807,+62 955 250 1237,Country Code: 62 National Number: 9552501237,+629552501237
11107,90808,+7 969 412 1747,Country Code: 7 National Number: 9694121747,+79694121747
11108,90809,+7 155 962 1549,Country Code: 7 National Number: 1559621549,+71559621549
11109,90810,+593 408 349 7081,Country Code: 593 National Number: 4083497081,+5934083497081
